Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M
70,86.0,Yb-157,156.94264039,0.0,38.6S 10,-53.258
70,87.0,Yb-158,157.939872274,0.0,1.49M 13,-53.426
70,88.0,Yb-159,158.940056978,0.0,1.67M 9,-56.01
70,89.0,Yb-160,159.93755926,0.0,4.8M 2,-55.839
70,90.0,Yb-161,160.937908632,0.0,4.2M 2,-58.165
70,91.0,Yb-162,161.935775202,0.0,18.87M 19,-57.839
70,92.0,Yb-163,162.936341334,0.0,11.05M 25,-59.827
70,93.0,Yb-164,163.934496483,0.0,75.8M 17,-59.299
70,94.0,Yb-165,164.935279,0.0,9.9M 3,-61.018
70,95.0,Yb-166,165.933875802,0.0,56.7H 1,-60.295
70,96.0,Yb-167,166.934955101,0.0,17.5M 2,-61.595
70,97.0,Yb-168,167.933890656,0.0,-1.0,-60.591
70,98.0,Yb-169,168.935183566,0.0,32.018D 5,-61.5814
70,99.0,Yb-170,169.934767589,0.0,-1.0,-60.3771
70,100.0,Yb-171,170.936331451,0.0,-1.0,-60.7647
70,101.0,Yb-172,171.936387116,0.0,-1.0,-59.308
70,102.0,Yb-173,172.938216394,0.0,-1.0,-59.2562
70,103.0,Yb-nat,173.054,0.0029,,-57.5522
70,103.0,Yb-174,173.938867695,0.0,-1.0,-57.5522
70,104.0,Yb-175,174.941282055,0.0,4.185D 1,-56.9455
70,105.0,Yb-176,175.942577704,0.0,-1.0,-54.6966
70,106.0,Yb-177,176.945266844,0.0,1.911H 3,-53.4897
70,107.0,Yb-178,177.946652702,0.0,74M 3,-50.9848
70,108.0,Yb-179,178.95017,0.0002,8.0M 4,-49.694
70,109.0,Yb-180,179.95233,0.0002,2.4M 5,-46.54
70,110.0,,,,,-44.6
70,111.0,,,,,-41.09
71,78.0,Lu-150,149.973548,0.0004,46MS 5,
71,79.0,Lu-151,150.967677,0.0003,80.6MS 10,-24.64
71,80.0,Lu-152,151.96412,0.0001,0.7S 1,-30.11
71,81.0,Lu-153,152.958767331,0.0001,0.9S 2,-33.42
71,82.0,Lu-154,153.957524,0.0001,1.12S 8,-38.42
71,83.0,Lu-155,154.954320157,0.0,68MS 5,-39.72
71,84.0,Lu-156,155.953032522,0.0001,198MS 2,-42.55
71,85.0,Lu-157,156.95012437,0.0,6.8S 18,-43.75
71,86.0,Lu-158,157.949315087,0.0,10.4S 1,-46.457
71,87.0,Lu-159,158.946628776,0.0,12.1S 10,-47.212
71,88.0,Lu-160,159.946033,0.0,36.1S 3,-49.71
71,89.0,Lu-161,160.943572,0.0,77S 2,-50.27
71,90.0,Lu-162,161.943277288,0.0,1.37M 2,-52.562
71,91.0,Lu-163,162.941179,0.0,3.97M 13,-52.83
71,92.0,Lu-164,163.941339,0.0,3.14M 3,-54.791
71,93.0,Lu-165,164.939406724,0.0,10.74M 10,-54.642
71,94.0,Lu-166,165.939859,0.0,2.65M 10,-56.442
71,95.0,Lu-167,166.93827,0.0,51.5M 10,-56.021
71,96.0,Lu-168,167.938732872,0.0,5.5M 1,-57.5
71,97.0,Lu-169,168.937645203,0.0,34.06H 5,-57.07
71,98.0,Lu-170,169.938480719,0.0,2.012D 21,-58.084
71,99.0,Lu-171,170.937918356,0.0,8.24D 3,-57.307
71,100.0,Lu-172,171.939090599,0.0,6.70D 3,-57.83
71,101.0,Lu-173,172.938935527,0.0,1.37Y 1,-56.7381
71,102.0,Lu-174,173.940342365,0.0,3.31Y 5,-56.8826
71,103.0,Lu-nat,174.9668,0.0001,,-55.5721
71,103.0,Lu-175,174.940776703,0.0,-1.0,-55.5721
71,104.0,Lu-176,175.942691191,0.0,3.76E+10Y 7,-55.1676
71,105.0,Lu-177,176.943763036,0.0,6.647D 4,-53.3842
71,106.0,Lu-178,177.945959528,0.0,28.4M 2,-52.3858
71,107.0,Lu-179,178.947332436,0.0,4.59H 6,-50.3398
71,108.0,Lu-180,179.949886081,0.0,5.7M 1,-49.06100000000001
71,109.0,Lu-181,180.95197,0.0002,3.5M 3,-46.68
71,110.0,Lu-182,181.95504,0.0001,2.0M 2,-44.8
71,111.0,Lu-183,182.95757,0.0002,58S 4,-41.88
71,112.0,Lu-184,183.96091,0.0002,20S 5,-39.72
71,113.0,,,,,-36.41
71,114.0,,,,,-33.89
72,80.0,Hf-153,152.97069,0.0004,,
72,81.0,Hf-154,153.96486,0.0004,2S 1,-27.3
72,82.0,Hf-155,154.96339,0.0003,0.89S 12,-32.73
72,83.0,Hf-156,155.959364023,0.0001,23MS 1,-34.36
72,84.0,Hf-157,156.958396,0.0001,110MS 6,-37.87
72,85.0,Hf-158,157.954800765,0.0,2.85S 7,-38.9
72,86.0,Hf-159,158.953994867,0.0,5.20S 10,-42.103
72,87.0,Hf-160,159.950682981,0.0,13.6S 2,-42.853
72,88.0,Hf-161,160.950277371,0.0,18.2S 8,-45.931
72,89.0,Hf-162,161.947217153,0.0,39.4S 9,-46.315
72,90.0,Hf-163,162.947089,0.0,40.0S 6,-49.169
72,91.0,Hf-164,163.944359597,0.0,111S 8,-49.264
72,92.0,Hf-165,164.944567,0.0,76S 4,-51.81800000000001
72,93.0,Hf-166,165.94218,0.0,6.77M 30,-51.636
72,94.0,Hf-167,166.9426,0.0,2.05M 5,-53.859
72,95.0,Hf-168,167.940568,0.0,25.95M 20,-53.468
72,96.0,Hf-169,168.941259,0.0,3.24M 4,-55.361
72,97.0,Hf-170,169.939609,0.0,16.01H 13,-54.717
72,98.0,Hf-171,170.940492,0.0,12.1H 4,-56.254
72,99.0,Hf-172,171.939448301,0.0,1.87Y 3,-55.431
72,100.0,Hf-173,172.940513,0.0,23.6H 1,-56.402
72,101.0,Hf-174,173.940047322,0.0,2.0E+15Y 4,-55.412
72,102.0,Hf-175,174.941510348,0.0,70D 2,-55.8467
72,103.0,Hf-176,175.94140922,0.0,-1.0,-54.4838
72,104.0,Hf-177,176.943225563,0.0,-1.0,-54.5784
72,105.0,Hf-178,177.943703675,0.0,-1.0,-52.883
72,106.0,Hf-nat,178.49,0.0112,,-52.4377
72,106.0,Hf-179,178.945821053,0.0,-1.0,-52.4377
72,107.0,Hf-180,179.946554873,0.0,-1.0,-50.4654
72,108.0,Hf-181,180.94910617,0.0,42.39D 6,-49.7818
72,109.0,Hf-182,181.950559017,0.0,8.90E+6Y 9,-47.4053
72,110.0,Hf-183,182.953530098,0.0,1.018H 2,-46.052
72,111.0,Hf-184,183.955446257,0.0,4.12H 5,-43.29
72,112.0,Hf-185,184.95882,0.0001,3.5M 6,-41.5
72,113.0,Hf-186,185.96089,0.0002,2.6M 12,-38.32
72,114.0,Hf-187,186.96477,0.0002,,-36.42
72,115.0,Hf-188,187.96685,0.0003,,-32.82
72,116.0,,,,,-30.88
72,117.0,,,,,-27.16
73,81.0,Ta-155,154.974245,0.0003,12US +4 -3,
73,82.0,Ta-156,155.972303,0.0003,144MS 24,-23.99
73,83.0,Ta-157,156.968192443,0.0001,10.1MS 4,-26.05
73,84.0,Ta-158,157.966701,0.0001,55MS 10,-29.64
73,85.0,Ta-159,158.963022113,0.0,0.83S 9,-31.17
73,86.0,Ta-160,159.96148751,0.0,1.55S 4,-34.444
73,87.0,Ta-161,160.958446735,0.0,2.89S 14,-35.87
73,88.0,Ta-162,161.957293663,0.0,3.57S 12,-38.701
73,89.0,Ta-163,162.95433027,0.0,10.6S 18,-39.78
73,90.0,Ta-164,163.953534,0.0,14.2S 3,-42.53
73,91.0,Ta-165,164.950774076,0.0,31.0S 15,-43.283
73,92.0,Ta-166,165.950512,0.0,34.4S 5,-45.848
73,93.0,Ta-167,166.948093,0.0,80S 4,-46.098
73,94.0,Ta-168,167.948047,0.0,2.0M 1,-48.351000000000006
73,95.0,Ta-169,168.946011,0.0,4.9M 4,-48.394
73,96.0,Ta-170,169.946175,0.0,6.76M 6,-50.29
73,97.0,Ta-171,170.944476,0.0,23.3M 3,-50.13800000000001
73,98.0,Ta-172,171.944895,0.0,36.8M 3,-51.72
73,99.0,Ta-173,172.94375,0.0,3.14H 13,-51.33
73,100.0,Ta-174,173.944454,0.0,1.14H 8,-52.397
73,101.0,Ta-175,174.943737,0.0,10.5H 2,-51.74100000000001
73,102.0,Ta-176,175.944857,0.0,8.09H 5,-52.409
73,103.0,Ta-177,176.944477315,0.0,56.56H 6,-51.37
73,104.0,Ta-178,177.94578313,0.0,2.36H 8,-51.717
73,105.0,Ta-179,178.945934408,0.0,1.82Y 3,-50.6
73,106.0,Ta-180,179.947464484,0.0,8.154H 6,-50.3598
73,107.0,Ta-nat,180.94788,0.0,,-48.9362
73,107.0,Ta-181,180.947995421,0.0,-1.0,-48.9362
73,108.0,Ta-182,181.950151506,0.0,114.43D 3,-48.4416
73,109.0,Ta-183,182.951372274,0.0,5.1D 1,-46.4332
73,110.0,Ta-184,183.954007708,0.0,8.7H 1,-45.2961
73,111.0,Ta-185,184.955559101,0.0,49.4M 15,-42.842
73,112.0,Ta-186,185.958550521,0.0,10.5M 5,-41.396
73,113.0,Ta-187,186.96053,0.0001,,-38.61
73,114.0,Ta-188,187.96386,0.0001,,-36.9
73,115.0,Ta-189,188.96583,0.0002,,-33.61
73,116.0,,,,,-31.83
73,117.0,,,,,-28.51
73,118.0,,,,,-26.49
73,119.0,,,,,-23.16
74,83.0,W-158,157.974562,0.0003,1.25MS 3,-19.71
74,84.0,W-159,158.972918,0.0003,8.2MS 7,-23.7
74,85.0,W-160,159.968478802,0.0001,91MS 5,-25.49
74,86.0,W-161,160.967357,0.0001,410MS 40,-29.38
74,87.0,W-162,161.963498815,0.0,1.36S 7,-30.56
74,88.0,W-163,162.96252354,0.0,2.8S 2,-34.0
74,89.0,W-164,163.95895292,0.0,6.0S 3,-34.91
74,90.0,W-165,164.95828055,0.0,5.1S 5,-38.228
74,91.0,W-166,165.955033907,0.0,19.2S 4,-38.861
74,92.0,W-167,166.954815828,0.0,19.9S 5,-41.88800000000001
74,93.0,W-168,167.951800705,0.0,53S 2,-42.099
74,94.0,W-169,168.951778676,0.0,74S 6,-44.893
74,95.0,W-170,169.949227995,0.0,2.42M 4,-44.918
74,96.0,W-171,170.949451,0.0,2.38M 4,-47.29
74,97.0,W-172,171.947292,0.0,6.6M 9,-47.08600000000001
74,98.0,W-173,172.947689,0.0,7.5M 3,-49.097
74,99.0,W-174,173.946079,0.0,33.2M 21,-48.727
74,100.0,W-175,174.946717,0.0,35.2M 6,-50.227
74,101.0,W-176,175.945634,0.0,2.5H 1,-49.633
74,102.0,W-177,176.946643,0.0,132M 2,-50.642
74,103.0,W-178,177.945881145,0.0,21.6D 3,-49.702
74,104.0,W-179,178.947078931,0.0,37.05M 16,-50.409
74,105.0,W-180,179.946712943,0.0,-1.0,-49.297
74,106.0,W-181,180.948197758,0.0,121.2D 2,-49.6386
74,107.0,W-182,181.948204081,0.0,-1.0,-48.253
74,108.0,W-183,182.950222859,0.0,-1.0,-48.2477
74,109.0,W-nat,183.84,0.0054,,-46.3672
74,109.0,W-184,183.95093093,0.0,-1.0,-46.3672
74,110.0,W-185,184.953418991,0.0,75.1D 3,-45.7076
74,111.0,W-186,185.954362626,0.0,-1.0,-43.3899
74,112.0,W-187,186.957158956,0.0,23.72H 6,-42.5108
74,113.0,W-188,187.958486139,0.0,69.78D 5,-39.9063
74,114.0,W-189,188.961909594,0.0001,10.7M 5,-38.67
74,115.0,W-190,189.963178103,0.0001,30.0M 15,-35.62
74,116.0,W-191,190.9666,0.0001,,-34.38
74,117.0,W-192,191.96817,0.0003,,-31.18
74,118.0,,,,,-29.65
74,119.0,,,,,-26.29
74,120.0,,,,,-24.53
75,83.0,Re-159,158.984157,0.0003,21US 4,
75,84.0,Re-160,159.982115,0.0003,0.82MS,-14.74
75,85.0,Re-161,160.977589116,0.0001,0.37MS 4,-16.93
75,86.0,Re-162,161.976004,0.0001,107MS 13,-20.89
75,87.0,Re-163,162.972079593,0.0,390MS 72,-22.5
75,88.0,Re-164,163.97045287,0.0,0.53S 23,-26.007
75,89.0,Re-165,164.967097131,0.0,2.61S 22,-27.52
75,90.0,Re-166,165.965760401,0.0,2.24S 19,-30.644
75,91.0,Re-167,166.962601,0.0,3.4S 4,-31.89
75,92.0,Re-168,167.961572608,0.0,4.4S 1,-34.84
75,93.0,Re-169,168.958765535,0.0,8.1S 5,-35.79
75,94.0,Re-170,169.958220071,0.0,9.2S 2,-38.409
75,95.0,Re-171,170.955716,0.0,15.2S 4,-38.918
75,96.0,Re-172,171.955422961,0.0,15S 3,-41.25
75,97.0,Re-173,172.953243,0.0,1.98M 26,-41.53
75,98.0,Re-174,173.953115,0.0,2.40M 4,-43.554
75,99.0,Re-175,174.951381,0.0,5.89M 5,-43.673
75,100.0,Re-176,175.951623,0.0,5.3M 3,-45.288
75,101.0,Re-177,176.950328,0.0,14M 1,-45.063
75,102.0,Re-178,177.950989,0.0,13.2M 2,-46.269
75,103.0,Re-179,178.949989056,0.0,19.7M 1,-45.653
75,104.0,Re-180,179.950791568,0.0,2.44M 6,-46.585
75,105.0,Re-181,180.950055,0.0,19.9H 7,-45.837
75,106.0,Re-182,181.951210004,0.0001,64.0H 5,-46.521
75,107.0,Re-183,182.95081975,0.0,70.0D 14,-45.45
75,108.0,Re-184,183.952522825,0.0,35.4D 7,-45.81100000000001
75,109.0,Re-185,184.95295453,0.0,-1.0,-44.225
75,110.0,Re-186,185.954985639,0.0,3.7183D 11,-43.8226
75,111.0,Re-nat,186.207,0.0005,,-41.9306
75,111.0,Re-187,186.955750143,0.0,4.35E+10Y 13,-41.9306
75,112.0,Re-188,187.958111472,0.0,17.0040H 22,-41.2185
75,113.0,Re-189,188.959225733,0.0,24.3H 4,-39.0189
75,114.0,Re-190,189.961814702,0.0001,3.1M 3,-37.981
75,115.0,Re-191,190.963121622,0.0,9.8M 5,-35.63
75,116.0,Re-192,191.96589,0.0001,16S 1,-34.352
75,117.0,Re-193,192.96756,0.0001,,-31.59
75,118.0,Re-194,193.97057,0.0002,,-30.24
75,119.0,,,,,-27.24
75,120.0,,,,,-25.58
75,121.0,,,,,-22.54
75,122.0,,,,,-20.5
75,123.0,,,,,-17.14
76,85.0,Os-162,161.984431,0.0003,2.05MS 10,-10.22
76,86.0,Os-163,162.98269,0.0003,5.5MS 6,-14.5
76,87.0,Os-164,163.978035645,0.0001,21MS 1,-16.39
76,88.0,Os-165,164.976762,0.0001,71MS 3,-20.47
76,89.0,Os-166,165.972692149,0.0,215MS 8,-21.8
76,90.0,Os-167,166.971547966,0.0,0.84S 7,-25.437
76,91.0,Os-168,167.967802088,0.0,2.10S 10,-26.5
76,92.0,Os-169,168.967019871,0.0,3.4S 2,-29.987
76,93.0,Os-170,169.963583681,0.0,7.37S 18,-30.723000000000006
76,94.0,Os-171,170.963184632,0.0,8.3S 2,-33.926
76,95.0,Os-172,171.960015614,0.0,19.2S 9,-34.303000000000004
76,96.0,Os-173,172.959808289,0.0,22.4S 9,-37.244
76,97.0,Os-174,173.957061713,0.0,44S 4,-37.438
76,98.0,Os-175,174.956939019,0.0,1.4M 1,-39.995
76,99.0,Os-176,175.954806,0.0,3.6M 5,-40.105
76,100.0,Os-177,176.954965325,0.0,3.0M 2,-42.098
76,101.0,Os-178,177.95325042,0.0,5.0M 4,-41.949
76,102.0,Os-179,178.953815744,0.0,6.5M 3,-43.544
76,103.0,Os-180,179.952382381,0.0,21.5M 4,-43.019
76,104.0,Os-181,180.953244,0.0,105M 3,-44.362
76,105.0,Os-182,181.952110187,0.0,22.10H 25,-43.55
76,106.0,Os-183,182.953126102,0.0,13.0H 5,-44.609
76,107.0,Os-184,183.95248858,0.0,-1.0,-43.66
76,108.0,Os-185,184.954041785,0.0,93.6D 5,-44.2566
76,109.0,Os-186,185.953835108,0.0,2.0E+15Y 11,-42.8098
76,110.0,Os-187,186.955747492,0.0,-1.0,-43.0024
76,111.0,Os-188,187.955835244,0.0,-1.0,-41.221
76,112.0,Os-189,188.958144233,0.0,-1.0,-41.1393
76,113.0,Os-190,189.958443774,0.0,-1.0,-38.9885
76,114.0,Os-nat,190.23,0.0158,,-38.7094
76,114.0,Os-191,190.960926433,0.0,15.4D 1,-38.7094
76,115.0,Os-192,191.96147707,0.0,-1.0,-36.3969
76,116.0,Os-193,192.964147941,0.0,30.11H 1,-35.8839
76,117.0,Os-194,193.965177311,0.0,6.0Y 2,-33.396
76,118.0,Os-195,194.96812189,0.0003,6.5M,-32.4372
76,119.0,Os-196,195.969641502,0.0,34.9M 2,-29.51
76,120.0,,,,,-28.28
76,121.0,,,,,-25.31
76,122.0,,,,,-23.84
76,123.0,,,,,-20.48
76,124.0,,,,,-18.78
76,125.0,,,,,-15.24
76,126.0,,,,,-13.09
77,86.0,Ir-164,163.992201,0.0003,94US,
77,87.0,Ir-165,164.98752,0.0001,300US,-7.54
77,88.0,Ir-166,165.985824,0.0001,10.5MS 22,-11.64
77,89.0,Ir-167,166.981666047,0.0,35.2MS 20,-13.35
77,90.0,Ir-168,167.979906642,0.0,125MS 40,-17.078
77,91.0,Ir-169,168.976292958,0.0,0.353S 4,-18.72
77,92.0,Ir-170,169.974922,0.0001,0.87S +18 -12,-22.078000000000007
77,93.0,Ir-171,170.971626038,0.0,1.46S 9,-23.36
77,94.0,Ir-172,171.970607036,0.0,4.4S 3,-26.42
77,95.0,Ir-173,172.967503298,0.0,9.0S 8,-27.38
77,96.0,Ir-174,173.966861045,0.0,7.9S 6,-30.268
77,97.0,Ir-175,174.964158206,0.0,9S 2,-30.869
77,98.0,Ir-176,175.963648688,0.0,8.3S 6,-33.394
77,99.0,Ir-177,176.9613015,0.0,30S 2,-33.859
77,100.0,Ir-178,177.961082,0.0,12S 2,-36.047
77,101.0,Ir-179,178.959122303,0.0,79S 1,-36.252
77,102.0,Ir-180,179.959229446,0.0,1.5M 1,-38.079
77,103.0,Ir-181,180.957625297,0.0,4.90M 15,-37.978
77,104.0,Ir-182,181.958076296,0.0,15M 1,-39.472
77,105.0,Ir-183,182.956846458,0.0,58M 6,-39.052
77,106.0,Ir-184,183.957476,0.0,3.09H 3,-40.203
77,107.0,Ir-185,184.956698,0.0,14.4H 1,-39.611
77,108.0,Ir-186,185.957946104,0.0,16.64H 3,-40.336
77,109.0,Ir-187,186.957560074,0.0,10.5H 3,-39.175
77,110.0,Ir-188,187.958828151,0.0,41.5H 5,-39.549
77,111.0,Ir-189,188.958715097,0.0,13.2D 1,-38.351
77,112.0,Ir-190,189.960541285,0.0,11.78D 10,-38.457
77,113.0,Ir-191,190.960589364,0.0,-1.0,-36.7556
77,114.0,Ir-192,191.962600318,0.0,73.827D 18,-36.7108
77,115.0,Ir-nat,192.217,0.0016,,-34.8376
77,115.0,Ir-193,192.962921658,0.0,-1.0,-34.8376
77,116.0,Ir-194,193.965073607,0.0,19.28H 13,-34.5383
77,117.0,Ir-195,194.965974802,0.0,2.5H 2,-32.5338
77,118.0,Ir-196,195.96839717,0.0,52S 1,-31.6943
77,119.0,Ir-197,196.969655454,0.0,5.8M 5,-29.44
77,120.0,Ir-198,197.97228,0.0001,8S 1,-28.266
77,121.0,,,,,-25.82
77,122.0,,,,,-24.4
77,123.0,,,,,-21.61
77,124.0,,,,,-19.9
77,125.0,,,,,-16.78
77,126.0,,,,,-14.69
77,127.0,,,,,-9.69
78,87.0,Pt-166,165.994855,0.0003,0.3MS 1,
78,88.0,Pt-167,166.992975,0.0003,0.7MS 2,-4.79
78,89.0,Pt-168,167.988142598,0.0001,2.0MS 4,-6.81
78,90.0,Pt-169,168.986727,0.0001,7.0MS 2,-11.06
78,91.0,Pt-170,169.982496453,0.0,13.93MS 24,-12.51
78,92.0,Pt-171,170.981244446,0.0,34MS 9,-16.305
78,93.0,Pt-172,171.977345279,0.0,0.096S 3,-17.47
78,94.0,Pt-173,172.976445354,0.0,382MS 2,-21.097
78,95.0,Pt-174,173.972824755,0.0,0.876S 19,-21.94
78,96.0,Pt-175,174.972420362,0.0,2.54S 6,-25.318
78,97.0,Pt-176,175.968936931,0.0,6.3S 5,-25.7
78,98.0,Pt-177,176.968469358,0.0,11S 1,-28.934
78,99.0,Pt-178,177.965647923,0.0,21.1S 6,-29.37
78,100.0,Pt-179,178.965356588,0.0,21.1S 4,-31.997
78,101.0,Pt-180,179.963030993,0.0,56S 2,-32.268
78,102.0,Pt-181,180.963097285,0.0,52.0S 22,-34.436
78,103.0,Pt-182,181.961169834,0.0,2.6M 1,-34.374
78,104.0,Pt-183,182.961596428,0.0,6.5M 10,-36.168
78,105.0,Pt-184,183.959921877,0.0,17.3M 2,-35.772
78,106.0,Pt-185,184.960619,0.0,70.9M 24,-37.339
78,107.0,Pt-186,185.959350812,0.0,2.08H,-36.688
78,108.0,Pt-187,186.960587,0.0,2.35H 3,-37.864
78,109.0,Pt-188,187.95938894,0.0,10.2D 3,-36.685
78,110.0,Pt-189,188.960831347,0.0,10.87H 12,-37.829
78,111.0,Pt-190,189.959929771,0.0,6.5E+11Y 3,-36.485
78,112.0,Pt-191,190.961672989,0.0,2.802D 25,-37.325
78,113.0,Pt-192,191.961038815,0.0,-1.0,-35.701
78,114.0,Pt-193,192.962982451,0.0,50Y 6,-36.292
78,115.0,Pt-194,193.962680911,0.0,-1.0,-34.4817
78,116.0,Pt-195,194.964791779,0.0,-1.0,-34.7626
78,117.0,Pt-nat,195.084,0.0046,,-32.7963
78,117.0,Pt-196,195.964952149,0.0,-1.0,-32.7963
78,118.0,Pt-197,196.96734074,0.0,19.8915H 19,-32.6469
78,119.0,Pt-198,197.967894959,0.0,-1.0,-30.422
78,120.0,Pt-199,198.970595263,0.0,30.8M 4,-29.9057
78,121.0,Pt-200,199.971442846,0.0,12.6H 3,-27.3904
78,122.0,Pt-201,200.974512975,0.0,2.5M 1,-26.601
78,123.0,Pt-202,201.97574,0.0001,44H 15,-23.74
78,124.0,,,,,-22.692
78,125.0,,,,,-19.63
78,126.0,,,,,-17.92
78,127.0,,,,,-12.97
78,128.0,,,,,-9.63
79,90.0,Au-170,169.996132,0.0001,0.29MS +5 -4,-1.79
79,91.0,Au-171,170.9918759,0.0,17US +9 -5,-3.75
79,92.0,Au-172,171.989942284,0.0,4MS 1,-7.568
79,93.0,Au-173,172.986235395,0.0,25MS 1,-9.37
79,94.0,Au-174,173.984717,0.0001,120MS 3,-12.816
79,95.0,Au-175,174.981274102,0.0,160MS 5,-14.24
79,96.0,Au-176,175.980250432,0.0,1.08S 17,-17.42
79,97.0,Au-177,176.97686866,0.0,1.462S 7,-18.4
79,98.0,Au-178,177.97603192,0.0,2.6S 5,-21.545
79,99.0,Au-179,178.973182559,0.0,7.1S 3,-22.33
79,100.0,Au-180,179.972521124,0.0,8.1S 3,-24.989
79,101.0,Au-181,180.970079047,0.0,13.7S 14,-25.594
79,102.0,Au-182,181.969617874,0.0,15.6S 4,-27.871
79,103.0,Au-183,182.96759307,0.0,42.0S 12,-28.301
79,104.0,Au-184,183.967451524,0.0,53S 14,-30.189
79,105.0,Au-185,184.96578941,0.0,4.25M 6,-30.319000000000006
79,106.0,Au-186,185.965952703,0.0,10.7M 5,-31.867
79,107.0,Au-187,186.964567541,0.0,8.4M 3,-31.715
79,108.0,Au-188,187.965323661,0.0,8.84M 6,-33.028
79,109.0,Au-189,188.963948286,0.0,28.7M 3,-32.277
79,110.0,Au-190,189.964698454,0.0,42.8M 10,-33.582
79,111.0,Au-191,190.963702066,0.0,3.18H 8,-32.883
79,112.0,Au-192,191.964813763,0.0,4.94H 9,-33.81
79,113.0,Au-193,192.964137268,0.0,17.65H 15,-32.776
79,114.0,Au-194,193.965365701,0.0,38.02H 10,-33.406
79,115.0,Au-195,194.965035284,0.0,186.098D 5,-32.2132
79,116.0,Au-196,195.966569951,0.0,6.1669D 6,-32.5695
79,117.0,Au-nat,196.966569,0.0,,-31.1399
79,117.0,Au-197,196.966568812,0.0,-1.0,-31.1399
79,118.0,Au-198,197.968242446,0.0,2.69517D 21,-31.141
79,119.0,Au-199,198.968765348,0.0,3.139D 7,-29.582
79,120.0,Au-200,199.97072632,0.0,48.4M 3,-29.095
79,121.0,Au-201,200.971657347,0.0,26.0M 8,-27.24
79,122.0,Au-202,201.973806088,0.0001,28.4S 12,-26.401
79,123.0,Au-203,202.975154406,0.0,60S 6,-24.353
79,124.0,Au-204,203.977724,0.0001,39.8S 9,-23.143
79,125.0,Au-205,204.9797,0.0002,31S 2,-20.65
79,126.0,,,,,-18.77
79,127.0,,,,,-14.22
79,128.0,,,,,-10.81
79,129.0,,,,,-6.1
79,130.0,,,,,-2.47
79,131.0,,,,,2.33
80,91.0,Hg-171,171.003809,0.0003,59US +36 -16,3.29
80,91.0,Hg-172,171.9988229,0.0001,0.32MS +32 -11,3.29
80,92.0,Hg-173,172.997248,0.0001,0.7MS +4 -2,-1.11
80,93.0,Hg-174,173.992864857,0.0,1.9MS +4 -3,-2.71
80,94.0,Hg-175,174.991439945,0.0,10.8MS 4,-6.646
80,95.0,Hg-176,175.987355261,0.0,18MS 10,-7.97
80,96.0,Hg-177,176.986279615,0.0,127.3MS 18,-11.773
80,97.0,Hg-178,177.982488996,0.0,0.266S 25,-12.78
80,98.0,Hg-179,178.981833582,0.0,1.05S 3,-16.316
80,99.0,Hg-180,179.978259243,0.0,2.58S 1,-16.924
80,100.0,Hg-181,180.977819179,0.0,3.6S 3,-20.25
80,101.0,Hg-182,181.974689162,0.0,10.83S 6,-20.661
80,102.0,Hg-183,182.974443024,0.0,8.8S 5,-23.577
80,103.0,Hg-184,183.971712566,0.0,30.75S 21,-23.805
80,104.0,Hg-185,184.971899086,0.0,49.1S 10,-26.349
80,105.0,Hg-186,185.969360967,0.0,1.38M 7,-26.176
80,106.0,Hg-187,186.969813794,0.0,2.4M 3,-28.539
80,107.0,Hg-188,187.967576474,0.0,3.25M 15,-28.118
80,108.0,Hg-189,188.96818972,0.0,7.6M 1,-30.211
80,109.0,Hg-190,189.966321482,0.0,20.0M 5,-29.63
80,110.0,Hg-191,190.967156336,0.0,49M 10,-31.37
80,111.0,Hg-192,191.965633494,0.0,4.85H 20,-30.593000000000004
80,112.0,Hg-193,192.966652336,0.0,3.80H 15,-32.011
80,113.0,Hg-194,193.965439194,0.0,444Y 77,-31.063
80,114.0,Hg-195,194.9667196,0.0,10.53H 3,-32.1839
80,115.0,Hg-196,195.965832615,0.0,-1.0,-31.0
80,116.0,Hg-197,196.9672129,0.0,64.14H 5,-31.8268
80,117.0,Hg-198,197.966768629,0.0,-1.0,-30.541
80,118.0,Hg-199,198.96828063,0.0,-1.0,-30.9548
80,119.0,Hg-200,199.968326678,0.0,-1.0,-29.5464
80,120.0,Hg-nat,200.59,0.01,,-29.5036
80,120.0,Hg-201,200.970302548,0.0,-1.0,-29.5036
80,121.0,Hg-202,201.970643262,0.0,-1.0,-27.6627
80,122.0,Hg-203,202.972871681,0.0,46.594D 12,-27.3455
80,123.0,Hg-204,203.973493939,0.0,-1.0,-25.2688
80,124.0,Hg-205,204.976072867,0.0,5.14M 9,-24.6902
80,125.0,Hg-206,205.977513126,0.0,8.32M 7,-22.287
80,126.0,Hg-207,206.982588149,0.0001,2.9M 2,-20.945
80,127.0,Hg-208,207.985759,0.0,41M +5 -4,-16.487000000000002
80,128.0,Hg-209,208.99083,0.0001,35S +9 -6,-13.27
80,129.0,Hg-210,209.99424,0.0001,,-8.64
80,130.0,,,,,-5.37
80,131.0,,,,,-0.62
80,132.0,,,,,2.76
80,133.0,,,,,7.67
80,134.0,,,,,11.18
80,135.0,,,,,16.21
80,136.0,,,,,19.86
81,95.0,Tl-176,176.000623225,0.0,5.2MS +30 -14,0.58
81,95.0,Tl-177,176.996425299,0.0,18MS 5,0.58
81,96.0,Tl-178,177.994853,0.0001,254MS +11 -9,-3.325
81,97.0,Tl-179,178.991089075,0.0,0.23S 4,-4.79
